CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,Number of Dependents,Mobile App Usage,Marketing Number of Cold Call,Marketing Number of Email,Marketing Number of SMS
3797-VTIDR,1,0.0,Yes,No,,,No phone service,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,23.45,Yes,0.0,,,7.0,8.0
5081-NWSUP,0,0.0,No,No,10.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,No,0.0,Yes,34.0,,
2580-ATZSQ,0,,Yes,Yes,,Yes,No,,Yes,,Yes,,No,,One year,,Bank transfer (automatic),61.35,No,2.0,,,180.0,
8085-MSNLK,0,0.0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,,Two year,,Mailed check,113.95,No,0.0,Yes,144.0,159.0,652.0
9691-HKOVS,0,0.0,Yes,No,55.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,No,0.0,,,149.0,580.0
9881-VCZEP,0,,,No,25.0,Yes,Yes,DSL,No,Yes,No,No,No,,Month-to-month,No,Electronic check,54.1,No,,Yes,,,319.0
9526-BIHHD,1,0.0,No,No,1.0,No,No phone service,DSL,Yes,,No,No,,No,Month-to-month,,Mailed check,29.7,Yes,0.0,,7.0,6.0,10.0
8757-TFHHJ,1,,,No,1.0,Yes,No,DSL,Yes,No,No,No,,No,Month-to-month,Yes,Credit card (automatic),49.8,No,,,2.0,3.0,11.0
4523-WXCEF,0,0.0,Yes,No,59.0,Yes,Yes,,No,Yes,No,No,,Yes,Month-to-month,,,101.1,Yes,0.0,,14.0,1.0,
1468-DEFNC,1,1.0,Yes,Yes,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,,24.4,No,1.0,,,203.0,
5119-KEPFY,1,0.0,Yes,No,36.0,Yes,Yes,Fiber optic,No,No,No,No,,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,No,0.0,,123.0,,
8364-TRMMK,0,0.0,No,No,,Yes,Yes,DSL,No,No,No,No,,No,Month-to-month,,Mailed check,50.65,Yes,0.0,No,,6.0,29.0
0916-KNFAJ,1,0.0,,No,,Yes,Yes,DSL,Yes,,Yes,No,,Yes,Two year,Yes,Mailed check,69.9,No,0.0,Yes,163.0,,493.0
8319-QBEHW,1,,No,,,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,,39.95,No,,,65.0,,272.0
3063-QFSZL,0,0.0,No,No,,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,,55.4,Yes,0.0,,7.0,4.0,9.0
8775-LHDJH,0,1.0,,,1.0,Yes,Yes,,No,Yes,No,No,Yes,No,Month-to-month,,Electronic check,90.6,Yes,0.0,No,6.0,8.0,13.0
9625-QNLUX,1,,Yes,,68.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,No,,,236.0,234.0,637.0
3097-NQYSN,1,,Yes,No,,,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,Yes,0.0,Yes,9.0,8.0,18.0
4024-CSNBY,0,0.0,Yes,No,72.0,,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,,94.25,No,0.0,No,228.0,285.0,
7493-GVFIO,1,0.0,No,,,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,No,0.0,,,168.0,460.0
0690-SRQID,1,0.0,No,,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.65,No,,,12.0,13.0,55.0
9605-WGJVW,0,1.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,,Electronic check,70.2,No,,,,3.0,13.0
7711-GQBZC,0,0.0,Yes,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Bank transfer (automatic),24.7,No,68.0,,190.0,195.0,711.0
3565-UNOCC,0,1.0,,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,Yes,0.0,No,43.0,30.0,212.0
4627-MIHJH,0,1.0,No,No,,,Yes,Fiber optic,Yes,No,Yes,,,,Two year,No,Credit card (automatic),110.25,No,0.0,Yes,169.0,198.0,762.0
9795-NREXC,0,,Yes,,64.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,,Two year,Yes,Credit card (automatic),85.0,No,0.0,Yes,137.0,163.0,826.0
8573-CGOCC,1,0.0,No,No,,,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),19.75,No,0.0,,34.0,,131.0
7356-AYNJP,0,0.0,No,No,4.0,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,23.9,No,,,9.0,12.0,50.0
5493-SDRDQ,1,0.0,,No,2.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,,Mailed check,55.1,Yes,0.0,Yes,6.0,11.0,21.0
6286-SUUWT,1,0.0,,No,1.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,,Month-to-month,,Mailed check,19.95,No,0.0,,4.0,,12.0
4819-HJPIW,1,0.0,,,,No,No phone service,DSL,No,No,No,No,,,Month-to-month,No,Mailed check,25.15,No,0.0,Yes,38.0,40.0,216.0
8654-DHAOW,0,0.0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,54.15,No,,,4.0,,
5438-QMDDL,0,,Yes,No,,Yes,No,DSL,No,Yes,No,No,No,,Month-to-month,,Mailed check,59.8,No,0.0,,53.0,,173.0
9812-GHVRI,0,0.0,No,No,40.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,No,0.0,,,,417.0
1228-ZLNBX,1,0.0,No,No,21.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,No,0.0,Yes,47.0,,213.0
4226-KKDON,1,0.0,No,No,8.0,Yes,No,DSL,No,Yes,No,Yes,Yes,,Month-to-month,Yes,Electronic check,66.65,No,0.0,Yes,31.0,30.0,
3831-YCPUO,0,0.0,,Yes,72.0,,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),109.5,No,3.0,,247.0,626.0,842.0
3308-DGHKL,1,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.3,No,0.0,,260.0,230.0,
9924-JPRMC,1,0.0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Electronic check,118.2,No,,,,197.0,
0080-EMYVY,0,0.0,No,No,14.0,,No,DSL,No,Yes,No,,No,No,One year,No,Credit card (automatic),51.45,No,0.0,Yes,45.0,42.0,
6218-KNUBD,1,0.0,No,,,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,No,,Yes,19.0,23.0,84.0
7337-CINUD,0,,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,No,3.0,,17.0,21.0,
7153-CHRBV,0,0.0,Yes,Yes,,Yes,No,DSL,Yes,,Yes,Yes,No,No,One year,,Mailed check,59.3,No,2.0,No,151.0,161.0,
0871-URUWO,1,0.0,,No,,,Yes,Fiber optic,No,,Yes,No,Yes,,Month-to-month,Yes,Credit card (automatic),102.25,Yes,0.0,,,54.0,174.0
9190-MFJLN,1,,No,No,19.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),95.9,Yes,0.0,,140.0,,226.0
3317-VLGQT,0,,Yes,No,,,No,Fiber optic,No,,No,No,No,Yes,Month-to-month,,Electronic check,78.1,No,,Yes,37.0,29.0,176.0
4132-POCZS,1,0.0,Yes,No,52.0,,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,No,0.0,Yes,,149.0,607.0
5614-DNZCE,0,0.0,No,No,58.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,,Two year,Yes,,64.9,No,,,229.0,195.0,555.0
1095-JUDTC,0,1.0,,No,,,Yes,Fiber optic,No,,No,Yes,Yes,,Month-to-month,,Electronic check,95.05,Yes,0.0,,207.0,,581.0
3896-RCYYE,0,0.0,No,No,67.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,,Month-to-month,,Credit card (automatic),53.4,No,0.0,Yes,242.0,207.0,906.0
9638-JIQYA,1,,No,,2.0,,No phone service,DSL,No,No,No,No,No,No,Month-to-month,,,24.9,No,0.0,Yes,6.0,6.0,22.0
3258-SANFR,1,1.0,No,No,,,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,No,0.0,No,18.0,21.0,
3726-TBHQT,1,,Yes,,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,Bank transfer (automatic),114.0,No,,No,167.0,,650.0
3190-ITQXP,0,0.0,,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),20.25,No,5.0,No,,111.0,
0870-VEMYL,0,0.0,No,No,,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,,Credit card (automatic),53.85,Yes,,Yes,,38.0,70.0
4833-QTJNO,1,1.0,Yes,No,67.0,Yes,Yes,Fiber optic,Yes,,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,No,,,,,657.0
3039-MJSLN,1,0.0,,Yes,3.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Bank transfer (automatic),20.2,No,1.0,,,12.0,34.0
0178-CIIKR,0,0.0,,No,,Yes,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,No,0.0,,11.0,11.0,32.0
5385-SUIRI,1,1.0,Yes,No,,Yes,Yes,,Yes,,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,Yes,0.0,,111.0,114.0,
3982-XWFZQ,0,0.0,Yes,No,,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,Yes,0.0,,95.0,85.0,
5774-QPLTF,1,0.0,Yes,Yes,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,No,2.0,,157.0,194.0,
2322-VCZHZ,1,,Yes,No,23.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,,Month-to-month,Yes,Electronic check,90.0,No,,No,75.0,70.0,
5010-IPEAQ,0,,Yes,Yes,67.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,,No,Two year,No,Credit card (automatic),54.2,No,5.0,Yes,,247.0,645.0
4009-ALQFH,0,0.0,No,No,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,Yes,0.0,,121.0,112.0,350.0
3069-SSVSN,0,,No,No,1.0,No,No phone service,DSL,No,No,No,,,No,One year,No,Mailed check,25.85,No,0.0,No,,,
5222-IMUKT,1,,No,No,32.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,91.05,No,0.0,Yes,103.0,,380.0
3627-FCRDW,0,0.0,No,No,,Yes,No,Fiber optic,No,,No,No,,No,Month-to-month,No,,71.0,Yes,,Yes,21.0,20.0,
7562-GSUHK,0,0.0,No,No,16.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,Yes,,,76.0,50.0,164.0
6685-XSHHU,1,0.0,Yes,,60.0,,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,No,,,194.0,220.0,597.0
4903-UYAVB,1,0.0,Yes,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,Yes,0.0,,,,
0118-JPNOY,0,1.0,,No,,Yes,No,,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,No,0.0,,78.0,,240.0
6776-TLWOI,1,0.0,No,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.85,Yes,0.0,,0.0,,
3845-FXCYS,1,0.0,,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,Yes,Electronic check,19.65,No,,Yes,7.0,7.0,
0725-CXOTM,0,,,No,,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,No,,,110.0,118.0,430.0
4343-EJVQB,1,0.0,No,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,,74.35,No,0.0,,16.0,15.0,76.0
3427-GGZZI,0,0.0,,No,,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,No,,,43.0,52.0,157.0
7779-ORAEL,1,1.0,Yes,No,45.0,Yes,Yes,,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,No,0.0,No,167.0,144.0,
0644-OQMDK,1,1.0,No,No,4.0,,No,,No,No,No,No,No,,Month-to-month,Yes,Electronic check,70.65,No,0.0,,12.0,15.0,46.0
4077-CROMM,0,0.0,Yes,,31.0,Yes,Yes,Fiber optic,No,,Yes,Yes,,Yes,Month-to-month,Yes,Electronic check,104.2,Yes,3.0,,171.0,190.0,294.0
3154-CFSZG,1,0.0,Yes,Yes,47.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,,Month-to-month,No,Electronic check,90.05,No,1.0,No,184.0,166.0,427.0
2868-MZAGQ,1,0.0,No,No,,Yes,No,Fiber optic,No,No,No,No,,,Month-to-month,,Electronic check,79.25,Yes,0.0,,7.0,5.0,9.0
4847-QNOKA,0,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,Yes,0.0,Yes,2.0,1.0,6.0
2220-IAHLS,0,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),19.4,No,0.0,Yes,3.0,,11.0
1658-XUHBX,0,1.0,Yes,Yes,59.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,,Month-to-month,Yes,Credit card (automatic),88.75,No,,,217.0,177.0,537.0
6379-RXJRQ,1,0.0,Yes,No,,Yes,No,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,Yes,0.0,,78.0,80.0,
2378-HTWFW,1,,No,,,Yes,Yes,Fiber optic,Yes,No,No,No,No,,Month-to-month,,Credit card (automatic),91.0,No,0.0,No,70.0,86.0,418.0
8650-RHRKE,1,0.0,,No,4.0,,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,Yes,,Yes,12.0,,56.0
4377-VDHYI,1,0.0,,Yes,32.0,Yes,No,Fiber optic,Yes,Yes,No,No,,Yes,One year,Yes,Electronic check,90.8,No,3.0,Yes,96.0,,
0475-RIJEP,1,0.0,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,Yes,0.0,Yes,,12.0,
1260-TTRXI,1,0.0,No,No,,,No,DSL,No,,No,No,No,Yes,Month-to-month,,,54.3,Yes,,,,26.0,
3719-TDVQB,0,1.0,Yes,,54.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,18.95,No,0.0,,,153.0,509.0
6328-ZPBGN,0,,No,No,11.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),95.15,Yes,0.0,,3.0,1.0,
4937-QPZPO,1,,Yes,Yes,61.0,Yes,Yes,Fiber optic,No,,Yes,No,,Yes,One year,Yes,Electronic check,99.9,No,,,199.0,,591.0
2925-VDZHY,1,0.0,Yes,Yes,72.0,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,,88.7,No,4.0,Yes,149.0,148.0,900.0
3413-CSSTH,1,0.0,,No,,Yes,Yes,DSL,No,,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,No,0.0,Yes,82.0,111.0,502.0
0224-NIJLP,1,0.0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,,,20.15,No,5.0,,18.0,16.0,
7542-CYDDM,1,0.0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,,Mailed check,20.05,No,0.0,Yes,65.0,,240.0
2867-UIMSS,1,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,,80.5,Yes,0.0,Yes,3.0,2.0,10.0
8495-PRWFH,0,1.0,No,No,42.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,No,0.0,Yes,150.0,127.0,436.0
0439-IFYUN,0,1.0,No,No,18.0,Yes,No,Fiber optic,No,,No,No,No,,Month-to-month,,Electronic check,74.7,No,0.0,,37.0,,177.0
5716-LIBJC,0,0.0,No,,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,No,6.0,,52.0,52.0,136.0
2868-LLSKM,0,0.0,Yes,Yes,,Yes,Yes,Fiber optic,No,,No,Yes,No,,One year,Yes,Bank transfer (automatic),83.65,No,2.0,Yes,508.0,,665.0
8111-RKSPX,1,0.0,,,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,Yes,0.0,,1.0,1.0,40.0
1585-MQSSU,1,0.0,,No,17.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,51.5,Yes,0.0,,96.0,101.0,206.0
0071-NDAFP,1,0.0,Yes,Yes,25.0,Yes,Yes,No,No internet service,,No internet service,,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,No,,,56.0,,
2856-NNASM,1,1.0,No,No,43.0,Yes,No,,No,No,No,No,,Yes,Month-to-month,Yes,Mailed check,89.55,Yes,0.0,,,10.0,392.0
6458-CYIDZ,0,1.0,No,,5.0,,No,Fiber optic,Yes,Yes,No,,No,No,Month-to-month,No,Electronic check,80.7,No,0.0,,12.0,11.0,52.0
8559-CIZFV,1,0.0,Yes,,,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,,Mailed check,77.5,Yes,2.0,,65.0,80.0,
1090-PYKCI,0,,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,,Yes,No,One year,Yes,Credit card (automatic),105.1,No,1.0,,219.0,237.0,957.0
3058-WQDRE,1,,No,,,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,No,0.0,,35.0,,146.0
7547-EKNFS,1,0.0,Yes,No,42.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,Yes,0.0,No,291.0,182.0,
2279-AXJJK,1,0.0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,,,Month-to-month,Yes,Credit card (automatic),95.65,No,,Yes,181.0,161.0,558.0
6769-DYBQN,1,1.0,No,No,46.0,,No,Fiber optic,Yes,No,No,No,,Yes,Month-to-month,No,Electronic check,85.0,Yes,0.0,No,,249.0,
0909-SELIE,1,,Yes,No,,,Yes,DSL,Yes,,Yes,Yes,No,Yes,Two year,,Bank transfer (automatic),80.8,No,0.0,,184.0,,742.0
3417-TSCIC,1,0.0,No,No,29.0,,No phone service,,No,,No,No,No,No,One year,,,24.85,No,0.0,,104.0,,
4439-JMPMT,0,0.0,Yes,Yes,5.0,Yes,No,Fiber optic,No,,No,Yes,Yes,No,Month-to-month,,Electronic check,85.75,Yes,1.0,,13.0,10.0,43.0
8999-EXMNO,0,,Yes,,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,No,6.0,,53.0,54.0,171.0
6725-TPKJO,1,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,No,0.0,,164.0,,560.0
2446-BEGGB,0,1.0,,No,6.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,,Electronic check,98.25,Yes,,,53.0,,78.0
7162-WPHPM,1,0.0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,No,,Yes,,,648.0
8821-KVZKQ,0,0.0,,,70.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,No,,,236.0,245.0,811.0
1496-GGSUK,0,,No,No,,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,25.7,Yes,,,8.0,5.0,12.0
6434-TTGJP,1,,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,,Credit card (automatic),53.7,No,,Yes,,26.0,98.0
0042-JVWOJ,1,0.0,No,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,,,One year,Yes,Bank transfer (automatic),19.6,No,0.0,,,81.0,243.0
0130-SXOUN,1,0.0,No,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Credit card (automatic),89.4,No,,Yes,236.0,262.0,697.0
2575-GFSOE,0,0.0,Yes,Yes,7.0,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,Yes,,69.0,Yes,3.0,Yes,4.0,3.0,48.0
1452-UZOSF,1,0.0,Yes,,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,,106.1,No,2.0,Yes,196.0,,
2097-YVPKN,1,0.0,No,,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Mailed check,25.75,No,0.0,,145.0,143.0,824.0
2842-JTCCU,1,0.0,No,No,2.0,Yes,No,DSL,No,No,No,No,,No,Month-to-month,,,46.05,Yes,0.0,Yes,10.0,9.0,
8597-CTXVJ,1,0.0,No,Yes,70.0,Yes,Yes,DSL,Yes,Yes,No,,No,No,One year,No,Bank transfer (automatic),64.95,No,1.0,,,194.0,
9962-BFPDU,0,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,No,,,2.0,3.0,10.0
3296-SILRA,0,1.0,Yes,No,,Yes,No,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,Yes,,,,2.0,
9681-OXGVC,0,,No,No,,,Yes,,No,,Yes,No,,Yes,Month-to-month,Yes,Electronic check,100.5,Yes,0.0,,,15.0,60.0
6394-HHHZM,1,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,No,0.0,,8.0,6.0,31.0
5995-LFTLE,1,0.0,No,No,58.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,,Two year,Yes,Credit card (automatic),25.3,No,0.0,,,,795.0
5180-UCIIQ,1,1.0,Yes,Yes,,No,No phone service,DSL,Yes,No,No,No,,Yes,Month-to-month,,Mailed check,40.05,Yes,,Yes,,153.0,
1932-UEDCX,1,1.0,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),100.6,No,0.0,No,101.0,,
7153-OANIO,1,0.0,,,1.0,,No,Fiber optic,No,No,No,No,No,,Month-to-month,No,,69.95,Yes,,Yes,2.0,2.0,10.0
5188-HGMLP,1,1.0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,No,0.0,,,155.0,
0665-XHDJU,1,,Yes,No,,Yes,Yes,,No,Yes,No,No,Yes,Yes,Two year,,Electronic check,99.4,No,0.0,,179.0,178.0,
6521-YYTYI,1,0.0,,,,Yes,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,,Electronic check,93.3,Yes,1.0,Yes,8.0,8.0,11.0
8878-HMWBV,1,0.0,No,No,3.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,Yes,,Yes,13.0,13.0,40.0
8265-HKSOW,0,0.0,Yes,,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,No,1.0,,,,870.0
5331-RGMTT,1,1.0,Yes,No,54.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,No,0.0,,160.0,132.0,602.0
4759-PXTAN,0,0.0,Yes,No,59.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,,Electronic check,80.1,No,,No,,,659.0
3428-MMGUB,1,,,No,60.0,Yes,Yes,Fiber optic,No,No,Yes,No,,,Two year,,Electronic check,89.55,No,0.0,,124.0,139.0,610.0
6549-BTYPG,0,0.0,Yes,,60.0,No,No phone service,DSL,No,,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),60.8,No,0.0,Yes,,,497.0
7823-JSOAG,1,0.0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.5,No,0.0,,11.0,10.0,33.0
9374-YOLBJ,0,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Electronic check,19.25,No,6.0,Yes,3.0,,
9074-KGVOX,1,0.0,Yes,Yes,,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,No,1.0,Yes,167.0,,595.0
6128-DAFVY,0,0.0,No,No,56.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,No,,,,189.0,770.0
9933-QRGTX,0,0.0,Yes,No,60.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,,Electronic check,97.2,No,,Yes,221.0,189.0,622.0
4476-OSWTN,1,1.0,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,,Yes,One year,,Mailed check,110.55,No,0.0,,172.0,,674.0
3751-KTZEL,0,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,,35.05,Yes,0.0,Yes,,,5.0
1977-STDKI,0,1.0,No,No,,,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,73.0,Yes,0.0,No,0.0,1.0,10.0
5066-GFJMM,0,,Yes,No,3.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,Yes,Mailed check,19.9,No,,Yes,12.0,11.0,
2661-GKBTK,1,0.0,,Yes,,,No,DSL,No,,No,Yes,,Yes,Two year,,Bank transfer (automatic),76.95,No,4.0,,236.0,238.0,593.0
0458-HEUZG,0,0.0,,No,,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,No,0.0,,,47.0,
