id,emirates,established_year,furnish_status,monthly_rent_aed,num_of_bathroom,num_of_parking_space,num_of_rooms,property_facilities,property_location,property_name,property_size,property_type
11824,Abu Dhabi,2017.0,Not Furnished,623.22,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Abu Dhabi - Al Hebiah,Apex Tower @ CyberSquare,500.0,Condominium
5798,Abu Dhabi,2022.0,Not Furnished,471.9,1.0,,2.0,"Security, Playground, Jogging Track, Lift, Gymnasium, Multipurpose hall, Swimming Pool, Cooking Allowed",Abu Dhabi - Al Meryal,Canopy Hills,585.0,Condominium
4860,Abu Dhabi,2018.0,Fully Furnished,1092.0,1.0,1.0,1.0,"Sauna, Multipurpose hall, Club house, Security, Jogging Track, Barbeque area, Parking, Swimming Pool, Playground, Gymnasium",Abu Dhabi - Al Maha,The Parque Residences @ Eco Sanctuary,516.0,Condominium
4225,Abu Dhabi,2019.0,Fully Furnished,1287.0,2.0,2.0,3.0,"Security, Gymnasium, Multipurpose hall, Parking, Playground, Barbeque area, Swimming Pool",Abu Dhabi - Al Meryal,Landmark II,1163.0,Service Residence
14270,Abu Dhabi,,Partially Furnished,702.0,1.0,2.0,2.0,"Lift, Parking, Playground, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Security, Cooking Allowed, Air-Cond",Abu Dhabi - Al Hebiah,Kita impian apartment Cybersouth,552.0,Apartment
5016,Dubai,,Fully Furnished,1248.0,2.0,1.0,3,"Security, Parking, Swimming Pool, Lift, Playground, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Port Saeed,Sri Intan 1,1000.0,Condominium
14057,Dubai,,Fully Furnished,780.0,1.0,1.0,1,"Playground, Tennis Court, Sauna, Swimming Pool, Security, Gymnasium, Squash Court, Parking, Barbeque area, Lift, Cooking Allowed, Air-Cond",Dubai - Al Rigga,Prisma Cheras,720.0,Condominium
10656,Dubai,,Not Furnished,819.0,2.0,,3,"Jogging Track, Security, Playground, Gymnasium, Parking, Minimart, Swimming Pool",Dubai - Al Qusais,Avelon Tower,900.0,Service Residence
18384,Dubai,,Fully Furnished,1638.0,2.0,1.0,3,"Security, Playground, Air-Cond, Cooking Allowed",Dubai - Hor Al Anz,Sofiya Residences,862.0,Condominium
6043,Dubai,2012.0,Fully Furnished,1092.0,2.0,1.0,3,"Swimming Pool, Parking, Playground, Security",Dubai - Al Rigga,Connaught Avenue,950.0,Service Residence
1288,Dubai,,Partially Furnished,1092.0,2.0,2.0,3,"Cooking Allowed, Near MRT",Dubai - Dubai Marina,Affiniti Apartment Bukit Serdang,850.0,Apartment
17956,Abu Dhabi,2018.0,Fully Furnished,1949.22,2.0,2.0,4.0,,Abu Dhabi - Margham,Gravit8,1128.0,Service Residence
10940,Dubai,,Partially Furnished,779.22,2.0,1.0,3,"Security, Playground, Swimming Pool, Parking, Lift, Cooking Allowed",Dubai - Al Corniche,Medan Putra Condominium,805.0,Condominium
5354,Dubai,,Partially Furnished,1326.0,2.0,2.0,4,"Parking, Security, Multipurpose hall, Playground, Gymnasium, Air-Cond",Dubai - Al Wasl,Legend Height,1050.0,Service Residence
11881,Dubai,2020.0,Partially Furnished,1248.0,2.0,1.0,3,"Minimart, Gymnasium, Squash Court, Parking, Security, Sauna, Playground, Tennis Court, Swimming Pool, Lift",Dubai - Al Ttay,Platinum Splendor Residensi Semarak,925.0,Condominium
4521,Dubai,2018.0,Fully Furnished,1248.0,2.0,2.0,5,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed",Dubai - Al Qusais,PPA1M Metropolitan Kepong,1500.0,Condominium
2678,Abu Dhabi,,Partially Furnished,1248.0,3.0,,4.0,"Playground, Minimart, Gymnasium, Security, Swimming Pool, Parking, Lift, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Cooking Allowed",Abu Dhabi - Al Kheeran,The iResidence Condominium,1510.0,Condominium
820,Dubai,1998.0,Not Furnished,858.0,2.0,1.0,3,,Dubai - Port Saeed,Permai Ria (Jalan Ipoh),860.0,Condominium
14705,Dubai,2018.0,Fully Furnished,1404.0,2.0,1.0,2,"Jogging Track, Gymnasium, Parking, Playground, Security, Swimming Pool, Lift, Cooking Allowed, Washing Machine, Air-Cond",Dubai - Abu Hail,Arte Plus Jalan Ampang,850.0,Service Residence
4293,Abu Dhabi,2016.0,Partially Furnished,936.0,1.0,1.0,1.0,"Swimming Pool, Gymnasium, Security, Jogging Track, Lift, Parking, Sauna, Playground, Cooking Allowed, Air-Cond, Near MRT",Abu Dhabi - Al Yufrah,City of Green Condominium,650.0,Service Residence
14950,Dubai,,Fully Furnished,3120.0,2.0,,2,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Tennis Court, Lift, Jogging Track, Squash Court, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Ttay,Service Suites @ Pavilion Embassy,1098.0,Service Residence
5533,Abu Dhabi,,Partially Furnished,663.0,2.0,1.0,3.0,"Minimart, Playground, Jogging Track, Squash Court, Security, Parking, Air-Cond, Cooking Allowed, Internet",Abu Dhabi - Al Yufrah,Red Ruby Apartment,860.0,Apartment
933,Abu Dhabi,2016.0,Fully Furnished,1404.0,2.0,1.0,3.0,"Parking, Minimart, Multipurpose hall, Swimming Pool, Jogging Track, Security, Gymnasium, Barbeque area, Playground, Tennis Court, Lift, Sauna, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Meryal,De Centrum Residences,1022.0,Service Residence
17635,Dubai,1988.0,Fully Furnished,1560.0,2.0,2.0,3,"Playground, Gymnasium, Barbeque area, Security, Swimming Pool, Squash Court, Sauna, Tennis Court, Club house, Parking, Minimart",Dubai - Umm Al Sheif,Faber Heights,1200.0,Condominium
18148,Dubai,,Not Furnished,663.0,2.0,,3,"Security, Gymnasium, Multipurpose hall, Parking, Playground",Dubai - Al Murar,,850.0,Apartment
11601,Abu Dhabi,2017.0,Fully Furnished,780.0,1.0,,1.0,"Air-Cond, Washing Machine",Abu Dhabi - Al Hebiah,CyberSquare SOHO,282.0,Condominium
5635,Abu Dhabi,,Not Furnished,741.0,2.0,1.0,3.0,"Parking, Security, Lift, Playground, Cooking Allowed, Near MRT",Abu Dhabi - Dubai Investment Park,Green Villa Apartment,955.0,Apartment
15156,Abu Dhabi,,Partially Furnished,858.0,2.0,,3.0,"Multipurpose hall, Lift",Abu Dhabi - Lehbab,Asteria,850.0,Apartment
17190,Abu Dhabi,2015.0,Fully Furnished,2106.0,3.0,2.0,3.0,"Minimart, Sauna, Security, Playground, Swimming Pool, Parking, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Lift, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Barsha South,Windows on The Park,1685.0,Condominium
2496,Dubai,2021.0,Fully Furnished,1872.0,2.0,1.0,3,"Playground, Security, Gymnasium, Lift, Parking, Barbeque area, Swimming Pool, Jogging Track, Air-Cond, Washing Machine, Cooking Allowed, Near MRT",Dubai - Al Rigga,Majestic Maxim,1100.0,Service Residence
32,Abu Dhabi,2017.0,Fully Furnished,1170.0,1.0,1.0,1.0,"Swimming Pool, Parking, Security, Playground, Gymnasium, Lift, Sauna, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Mugatrah,Pandora @ Tropicana Metropark,599.0,Condominium
6384,Abu Dhabi,2005.0,Fully Furnished,1014.0,3.0,1.0,5.0,"Jogging Track, Minimart, Parking, Security, Swimming Pool",Abu Dhabi - Al Yufrah,Desaminium Rimba,1114.0,Condominium
2974,Dubai,,Fully Furnished,1170.0,2.0,,3,"Parking, Security, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Oud Al Muteen,Nuri Court,900.0,Apartment
2351,Dubai,2022.0,Fully Furnished,1092.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Jumeirah,PV9 Residences @ Taman Melati,850.0,Condominium
1634,Abu Dhabi,,Fully Furnished,780.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,Suria Permai,860.0,Apartment
5925,Abu Dhabi,,Not Furnished,780.0,2.0,,3.0,Parking,Abu Dhabi - Margab,Indah Condominium,850.0,Condominium
10443,Abu Dhabi,2014.0,Partially Furnished,1053.0,2.0,,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Ghadeer Barashy,Seri Jati Apartments @ Setia Alam,813.0,Apartment
11907,Abu Dhabi,,Not Furnished,702.0,2.0,1.0,3.0,,Abu Dhabi - Al Meryal,Laman Suria (Kajang),840.0,Apartment
14180,Dubai,,Partially Furnished,1560.0,2.0,,3,"Playground, Squash Court, Barbeque area, Security, Swimming Pool, Gymnasium, Tennis Court",Dubai - World Islands,,1100.0,Condominium
12011,Abu Dhabi,,Not Furnished,702.0,2.0,,3.0,"Jogging Track, Parking, Playground",Abu Dhabi - Al Barsha South,Taman Sinar Mahkota,852.0,Others
12159,Abu Dhabi,1999.0,Fully Furnished,1170.0,2.0,1.0,3.0,"Security, Minimart, Playground, Gymnasium, Squash Court, Parking, Lift, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Wadi Alshabak,Ridzuan Condominium,1192.0,Condominium
1444,Abu Dhabi,2022.0,Partially Furnished,1014.0,1.0,1.0,2.0,"Gymnasium, Jogging Track, Lift, Security, Playground, Swimming Pool, Multipurpose hall, Parking, Barbeque area, Minimart, Cooking Allowed, Air-Cond",Abu Dhabi - Al Meryal,Canopy Hills,59.0,Condominium
7803,Abu Dhabi,,Fully Furnished,624.0,2.0,,2.0,"Lift, Cooking Allowed, Washing Machine, Near MRT, Air-Cond",Abu Dhabi - Al Yufrah,Taman Serdang Perdana,750.0,Apartment
15344,Abu Dhabi,2017.0,Partially Furnished,1092.0,2.0,2.0,3.0,"Jogging Track, Playground, Gymnasium, Barbeque area, Security, Multipurpose hall, Parking, Swimming Pool, Lift",Abu Dhabi - Al Yufrah,SK One Residence,1267.0,Service Residence
6749,Abu Dhabi,,Partially Furnished,741.0,2.0,1.0,3.0,"Parking, Security, Swimming Pool, Jogging Track, Playground, Minimart, Cooking Allowed, Near MRT",Abu Dhabi - Bu Kadra,saujana apartment,850.0,Apartment
14414,Abu Dhabi,,Partially Furnished,936.0,2.0,2.0,3.0,"Parking, Security, Minimart, Playground, Club house, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Lift, Air-Cond, Cooking Allowed",Abu Dhabi - Al Yufrah,The Sanderson,900.0,Condominium
10750,Abu Dhabi,,Not Furnished,505.44,2.0,,3.0,"Playground, Minimart, Security, Cooking Allowed, Near MRT",Abu Dhabi - Al Awir,Pangsapuri Seri Saujana (Saujana Putra),650.0,Apartment
15044,Abu Dhabi,2018.0,Fully Furnished,1248.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Hebiah,Third Avenue,600.0,Apartment
7487,Dubai,2017.0,Partially Furnished,1950.0,2.0,2.0,3,"Gymnasium, Multipurpose hall, Security, Swimming Pool, Playground, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Jumeirah Island 2,28 Dutamas,1250.0,Condominium
11771,Dubai,2020.0,Fully Furnished,1482.0,2.0,1.0,3,"Parking, Security, Playground, Lift, Air-Cond, Cooking Allowed",Dubai - Al Ttay,Platinum Splendor Residensi Semarak,883.0,Condominium
8510,Abu Dhabi,2016.0,Partially Furnished,1092.0,2.0,2.0,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Barsha South,YOU Vista @ YOU City Cheras,850.0,Service Residence
12493,Abu Dhabi,2015.0,Not Furnished,1716.0,4.0,2.0,4.0,"Tennis Court, Club house, Parking, Swimming Pool, Multipurpose hall, Gymnasium, Squash Court, Sauna, Barbeque area, Playground, Jogging Track, Lift, Security, Minimart",Abu Dhabi - Al Hudaiba,280 Park Homes @ Puchong Prima,2529.0,Condominium
6096,Abu Dhabi,,Partially Furnished,741.0,2.0,1.0,3.0,"Security, Playground, Swimming Pool, Barbeque area, Parking, Cooking Allowed, Near MRT",Abu Dhabi - Mereiyeel,Sri Pinang (Puchong),900.0,Apartment
2643,Dubai,1999.0,Fully Furnished,1248.0,2.0,1.0,3,"Minimart, Barbeque area, Playground, Parking, Gymnasium, Tennis Court, Multipurpose hall, Security, Swimming Pool, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Port Saeed,Villa Angsana,1323.0,Condominium
15125,Dubai,2014.0,Fully Furnished,1794.0,3.0,2.0,4,"Swimming Pool, Playground, Lift, Security, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Murar,Kiara Residence,1280.0,Condominium
16495,Dubai,,Not Furnished,507.0,1.0,1.0,3,"Cooking Allowed, Near MRT",Dubai - Al Rigga,Taman Bukit Segar,700.0,Apartment
12526,Abu Dhabi,2001.0,Partially Furnished,858.0,2.0,,3.0,"Playground, Swimming Pool, Tennis Court, Parking, Security, Minimart, Gymnasium, Barbeque area",Abu Dhabi - Al Meryal,Green Acre Park,1021.0,Condominium
17144,Abu Dhabi,2004.0,Not Furnished,507.0,2.0,,3.0,"Playground, Parking, Minimart, Cooking Allowed",Abu Dhabi - Mereiyeel,Sri Dahlia Apartment,678.0,Apartment
14703,Abu Dhabi,,Not Furnished,780.0,2.0,1.0,3.0,"Minimart, Parking, Playground, Security, Lift, Swimming Pool",Abu Dhabi - Lehbab,Golden Villa,800.0,Apartment
4342,Dubai,1999.0,Fully Furnished,1248.0,2.0,1.0,3,"Playground, Swimming Pool, Tennis Court, Parking, Multipurpose hall, Minimart, Gymnasium, Security, Barbeque area, Lift, Jogging Track, Air-Cond, Washing Machine, Cooking Allowed",Dubai - Port Saeed,Villa Angsana,1323.0,Condominium
9138,Dubai,,Partially Furnished,1014.0,2.0,2.0,3,"Parking, Security, Lift, Playground, Jogging Track, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Rigga,Residensi Alam Damai (PR1MA @ Alam Damai),1000.0,Apartment
13938,Abu Dhabi,,Fully Furnished,1326.0,2.0,2.0,3.0,"Multipurpose hall, Parking, Gymnasium, Club house, Security, Sauna, Jogging Track, Tennis Court, Barbeque area, Lift, Swimming Pool, Minimart, Squash Court, Playground, Air-Cond, Internet, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Ras Al Khor,Sg Long Residence,1014.0,Condominium
8572,Abu Dhabi,,Not Furnished,741.0,2.0,2.0,3.0,,Abu Dhabi - Grayteesah,Seri Jati Apartment (Shah Alam),815.0,Apartment
7658,Dubai,2020.0,Not Furnished,1092.0,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Ttay,Platinum Splendor Residensi Semarak,926.0,Condominium
465,Abu Dhabi,2017.0,Not Furnished,624.0,2.0,2.0,3.0,"Lift, Parking, Security, Swimming Pool, Playground, Gymnasium, Near MRT, Washing Machine",Abu Dhabi - Al Marmoom,Ascotte Boulevard,860.0,Service Residence
5433,Abu Dhabi,,Fully Furnished,1638.0,2.0,1.0,2.0,"Playground, Squash Court, Barbeque area, Minimart, Swimming Pool, Sauna, Jogging Track, Club house, Parking, Security, Gymnasium, Tennis Court, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Yufrah,The Heritage,996.0,Service Residence
17560,Abu Dhabi,2007.0,Fully Furnished,1170.0,2.0,1.0,3.0,"Minimart, Swimming Pool, Parking, Security, Barbeque area, Playground, Lift, Gymnasium, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Mereiyeel,Desa Impiana,1068.0,Apartment
15765,Abu Dhabi,2016.0,Partially Furnished,1326.0,2.0,,1.0,"Playground, Security, Swimming Pool, Jogging Track, Barbeque area, Club house, Multipurpose hall, Gymnasium",Abu Dhabi - Margab,Pinnacle (Petaling Jaya),746.0,Condominium
7434,Dubai,,Fully Furnished,1950.0,2.0,1.0,4,"Parking, Security, Squash Court, Gymnasium, Tennis Court, Barbeque area, Playground, Swimming Pool, Sauna, Lift, Air-Cond",Dubai - Abu Hail,GCB Court,2000.0,Condominium
7123,Abu Dhabi,,Partially Furnished,780.0,3.0,1.0,3.0,"Minimart, Parking, Security",Abu Dhabi - Al Barsha South,Cheras Perdana Ria Apartment,1300.0,Apartment
16359,Dubai,,Fully Furnished,2730.0,2.0,1.0,2,"Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Ttay,,775.0,Service Residence
5970,Dubai,2021.0,Fully Furnished,1716.0,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Twar,The Hermington,1075.0,Condominium
9617,Dubai,2006.0,Fully Furnished,1248.0,2.0,1.0,3,"Security, Minimart, Parking",Dubai - Jumeirah Bay,Taman Setiawangsa,1267.0,Condominium
1970,Dubai,,Partially Furnished,858.0,2.0,1.0,3,"Security, Parking, Lift",Dubai - Oud Metha,Villa Mewah,800.0,Apartment
18032,Abu Dhabi,,Partially Furnished,429.0,2.0,,3.0,Cooking Allowed,Abu Dhabi - Lehbab,Taman Sentosa Jaya,720.0,Others
13819,Abu Dhabi,2017.0,Fully Furnished,780.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Hebiah,CyberSquare SOHO,450.0,Condominium
13409,Dubai,2018.0,Partially Furnished,1169.22,2.0,1.0,3,"Lift, Parking, Gymnasium, Minimart, Playground, Swimming Pool, Jogging Track, Security",Dubai - Jumeirah,Danau Kota Suite Apartments,969.0,Condominium
10107,Abu Dhabi,,Fully Furnished,741.0,1.0,1.0,1.0,"Swimming Pool, Gymnasium, Jogging Track, Sauna, Club house, Parking, Security, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,Zeva @ Equine South,454.0,Service Residence
1015,Dubai,,Partially Furnished,624.0,2.0,,3,"Minimart, Playground, Lift, Cooking Allowed, Near MRT",Dubai - Al Qusais,Aman Putra Apartment,721.0,Apartment
2442,Dubai,2019.0,Fully Furnished,1716.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Cooking Allowed, Air-Cond",Dubai - Nakhlat Deira,KL Traders Square Residences,1049.0,Service Residence
5962,Abu Dhabi,,Partially Furnished,1170.0,2.0,,3.0,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Air-Cond, Cooking Allowed",Abu Dhabi - Mereiyeel,Koi Prima,1088.0,Condominium
11957,Dubai,2019.0,Partially Furnished,2028.0,2.0,2.0,3,"Security, Playground, Multipurpose hall, Parking, Swimming Pool, Lift, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Murar,The Park Sky Residence @ Bukit Jalil City,1061.0,Service Residence
158,Dubai,2016.0,Fully Furnished,1989.0,2.0,1.0,3,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Air-Cond, Internet, Cooking Allowed, Washing Machine",Dubai - Mushraif,Pearl Suria,1148.0,Condominium
10132,Dubai,2015.0,Partially Furnished,1092.0,2.0,,4,"Playground, Gymnasium, Security, Sauna, Minimart",Dubai - Al Rigga,Suasana Lumayan,1142.0,Condominium
10277,Dubai,,Partially Furnished,975.0,1.0,,1,"Barbeque area, Playground, Swimming Pool, Sauna, Parking, Security, Gymnasium, Tennis Court, Squash Court, Air-Cond, Cooking Allowed",Dubai - Corniche Deira,,650.0,Condominium
7710,Abu Dhabi,2003.0,Fully Furnished,1365.0,2.0,1.0,3.0,"Parking, Security, Minimart, Swimming Pool, Playground, Lift, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Near MRT, Air-Cond, Cooking Allowed",Abu Dhabi - Nazwah,Pelangi Damansara,932.0,Condominium
10294,Abu Dhabi,,Not Furnished,546.0,2.0,1.0,3.0,"Minimart, Playground, Cooking Allowed",Abu Dhabi - Grayteesah,Pangsapuri Melati,650.0,Others
10757,Dubai,2010.0,Fully Furnished,1092.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Rigga,Ketumbar Heights,755.0,Condominium
7102,Dubai,2018.0,Fully Furnished,1560.0,2.0,1.0,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Abu Hail,Arte Plus Jalan Ampang,800.0,Service Residence
10360,Abu Dhabi,2015.0,Fully Furnished,819.0,1.0,1.0,1.0,"Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Me'aisem,Empire City,460.0,Condominium
13909,Dubai,2023.0,Partially Furnished,1404.0,2.0,2.0,3,"Barbeque area, Jogging Track, Multipurpose hall, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Rigga,M Vertica,850.0,Condominium
12293,Dubai,,Fully Furnished,1170.0,2.0,1.0,3,"Parking, Minimart, Swimming Pool, Jogging Track, Security, Playground, Gymnasium, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Mushraif,Desa Gembira,1300.0,Condominium
9006,Dubai,2020.0,Partially Furnished,1326.0,2.0,1.0,3,"Parking, Minimart, Squash Court, Security, Playground, Swimming Pool, Gymnasium, Cooking Allowed",Dubai - Business Bay,Sentul Point Suite Apartment,850.0,Apartment
10367,Dubai,2020.0,Partially Furnished,1482.0,2.0,,3,"Club house, Security, Barbeque area, Sauna, Multipurpose hall, Parking, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Murar,Paraiso @ The Earth Bukit Jalil,1226.0,Condominium
